sample_id,source_image,target_image,instruction,edit_type,subject_category,subject_description,original_background,target_background,keep_constraints,negative_constraints,source_generator,edit_generator,subject_bbox,subject_mask_path,qc_status,reject_reason,split,base_sample_id,negative_type
sbg_neg_000011,supplemental/negative_samples/source/sbg_neg_000011.png,supplemental/negative_samples/target/sbg_neg_000011.png,保持主体a koala holding a eucalyptus branch的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从eucalyptus woodland改为a clean modern museum hall。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a koala holding a eucalyptus branch,eucalyptus woodland,a clean modern museum hall,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000011.png,rejected,subject_color_changed,test,sbg_000011,subject_color_changed
sbg_neg_000012,supplemental/negative_samples/source/sbg_neg_000012.png,supplemental/negative_samples/target/sbg_neg_000012.png,保持主体a small hedgehog curled slightly with visible spines的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从garden path改为a desert road at golden hour。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a small hedgehog curled slightly with visible spines,garden path,a desert road at golden hour,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000012.png,rejected,subject_size_or_position_changed,test,sbg_000012,subject_size_or_position_changed
sbg_neg_000013,supplemental/negative_samples/source/sbg_neg_000013.png,supplemental/negative_samples/target/sbg_neg_000013.png,保持主体a bright green frog sitting on a smooth rock的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从rainforest stream改为a peaceful lakeside campsite。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a bright green frog sitting on a smooth rock,rainforest stream,a peaceful lakeside campsite,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000013.png,rejected,subject_occluded,test,sbg_000013,subject_occluded
sbg_neg_000014,supplemental/negative_samples/source/sbg_neg_000014.png,supplemental/negative_samples/target/sbg_neg_000014.png,保持主体a yellow duckling standing on dry ground的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从farm courtyard改为a bright greenhouse full of plants。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a yellow duckling standing on dry ground,farm courtyard,a bright greenhouse full of plants,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000014.png,rejected,background_not_changed,test,sbg_000014,background_not_changed
sbg_neg_000015,supplemental/negative_samples/source/sbg_neg_000015.png,supplemental/negative_samples/target/sbg_neg_000015.png,保持主体a green chameleon gripping a branch with curled tail的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从tropical greenhouse改为a cobblestone old town street。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a green chameleon gripping a branch with curled tail,tropical greenhouse,a cobblestone old town street,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000015.png,rejected,artifact_or_low_quality,test,sbg_000015,artifact_or_low_quality
sbg_neg_000016,supplemental/negative_samples/source/sbg_neg_000016.png,supplemental/negative_samples/target/sbg_neg_000016.png,保持主体a river otter with wet brown fur sitting upright的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从riverbank改为a simple studio with pastel backdrop。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a river otter with wet brown fur sitting upright,riverbank,a simple studio with pastel backdrop,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000016.png,rejected,subject_color_changed,test,sbg_000016,subject_color_changed
sbg_neg_000017,supplemental/negative_samples/source/sbg_neg_000017.png,supplemental/negative_samples/target/sbg_neg_000017.png,保持主体a young deer with small antlers standing still的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从autumn forest改为a quiet seaside boardwalk。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a young deer with small antlers standing still,autumn forest,a quiet seaside boardwalk,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000017.png,rejected,subject_size_or_position_changed,test,sbg_000017,subject_size_or_position_changed
sbg_neg_000018,supplemental/negative_samples/source/sbg_neg_000018.png,supplemental/negative_samples/target/sbg_neg_000018.png,保持主体a gray seal pup resting on sand的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从rocky beach改为a snowy mountain village。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a gray seal pup resting on sand,rocky beach,a snowy mountain village,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000018.png,rejected,subject_occluded,test,sbg_000018,subject_occluded
sbg_neg_000019,supplemental/negative_samples/source/sbg_neg_000019.png,supplemental/negative_samples/target/sbg_neg_000019.png,保持主体a colorful parrot perched on a simple wooden stand的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从sunny balcony改为a clean modern museum hall。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a colorful parrot perched on a simple wooden stand,sunny balcony,a clean modern museum hall,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000019.png,rejected,background_not_changed,test,sbg_000019,background_not_changed
sbg_neg_000020,supplemental/negative_samples/source/sbg_neg_000020.png,supplemental/negative_samples/target/sbg_neg_000020.png,保持主体a white llama with fluffy fur standing side-on的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从mountain pasture改为a desert road at golden hour。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a white llama with fluffy fur standing side-on,mountain pasture,a desert road at golden hour,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000020.png,rejected,artifact_or_low_quality,test,sbg_000020,artifact_or_low_quality
sbg_neg_000021,supplemental/negative_samples/source/sbg_neg_000021.png,supplemental/negative_samples/target/sbg_neg_000021.png,保持主体a tan hamster standing on its hind legs的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从wooden tabletop改为a peaceful lakeside campsite。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a tan hamster standing on its hind legs,wooden tabletop,a peaceful lakeside campsite,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000021.png,rejected,subject_color_changed,test,sbg_000021,subject_color_changed
sbg_neg_000022,supplemental/negative_samples/source/sbg_neg_000022.png,supplemental/negative_samples/target/sbg_neg_000022.png,保持主体a blue butterfly with symmetrical wings on a flower的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从flower garden改为a bright greenhouse full of plants。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a blue butterfly with symmetrical wings on a flower,flower garden,a bright greenhouse full of plants,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000022.png,rejected,subject_size_or_position_changed,test,sbg_000022,subject_size_or_position_changed
sbg_neg_000023,supplemental/negative_samples/source/sbg_neg_000023.png,supplemental/negative_samples/target/sbg_neg_000023.png,保持主体a red crab with raised claws on wet sand的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从tidal flat改为a cobblestone old town street。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a red crab with raised claws on wet sand,tidal flat,a cobblestone old town street,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000023.png,rejected,subject_occluded,test,sbg_000023,subject_occluded
sbg_neg_000024,supplemental/negative_samples/source/sbg_neg_000024.png,supplemental/negative_samples/target/sbg_neg_000024.png,保持主体a small brown goat with short horns的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从rural field改为a simple studio with pastel backdrop。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a small brown goat with short horns,rural field,a simple studio with pastel backdrop,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000024.png,rejected,background_not_changed,test,sbg_000024,background_not_changed
sbg_neg_000025,supplemental/negative_samples/source/sbg_neg_000025.png,supplemental/negative_samples/target/sbg_neg_000025.png,保持主体a chestnut horse standing calmly in profile的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从open stable yard改为a quiet seaside boardwalk。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a chestnut horse standing calmly in profile,open stable yard,a quiet seaside boardwalk,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000025.png,rejected,artifact_or_low_quality,test,sbg_000025,artifact_or_low_quality
sbg_neg_000026,supplemental/negative_samples/source/sbg_neg_000026.png,supplemental/negative_samples/target/sbg_neg_000026.png,保持主体a calm red fox with a white chest and black-tipped ears的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从misty pine forest clearing改为a snowy mountain village。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a calm red fox with a white chest and black-tipped ears,misty pine forest clearing,a snowy mountain village,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000026.png,rejected,subject_color_changed,test,sbg_000026,subject_color_changed
sbg_neg_000027,supplemental/negative_samples/source/sbg_neg_000027.png,supplemental/negative_samples/target/sbg_neg_000027.png,保持主体a sitting orange tabby cat with clear stripes and green eyes的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从sunlit apartment windowsill改为a clean modern museum hall。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a sitting orange tabby cat with clear stripes and green eyes,sunlit apartment windowsill,a clean modern museum hall,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000027.png,rejected,subject_size_or_position_changed,test,sbg_000027,subject_size_or_position_changed
sbg_neg_000028,supplemental/negative_samples/source/sbg_neg_000028.png,supplemental/negative_samples/target/sbg_neg_000028.png,保持主体a golden retriever wearing a plain blue collar的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从suburban backyard lawn改为a desert road at golden hour。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a golden retriever wearing a plain blue collar,suburban backyard lawn,a desert road at golden hour,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000028.png,rejected,subject_occluded,test,sbg_000028,subject_occluded
sbg_neg_000029,supplemental/negative_samples/source/sbg_neg_000029.png,supplemental/negative_samples/target/sbg_neg_000029.png,保持主体a round panda bear with black eye patches and soft white fur的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从bamboo grove改为a peaceful lakeside campsite。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a round panda bear with black eye patches and soft white fur,bamboo grove,a peaceful lakeside campsite,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000029.png,rejected,background_not_changed,test,sbg_000029,background_not_changed
sbg_neg_000030,supplemental/negative_samples/source/sbg_neg_000030.png,supplemental/negative_samples/target/sbg_neg_000030.png,保持主体a small penguin standing upright with glossy black feathers的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从icy shoreline改为a bright greenhouse full of plants。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a small penguin standing upright with glossy black feathers,icy shoreline,a bright greenhouse full of plants,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000030.png,rejected,artifact_or_low_quality,test,sbg_000030,artifact_or_low_quality
sbg_neg_000031,supplemental/negative_samples/source/sbg_neg_000031.png,supplemental/negative_samples/target/sbg_neg_000031.png,保持主体a white rabbit with upright ears and a small gray nose的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从spring meadow改为a cobblestone old town street。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a white rabbit with upright ears and a small gray nose,spring meadow,a cobblestone old town street,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000031.png,rejected,subject_color_changed,test,sbg_000031,subject_color_changed
sbg_neg_000032,supplemental/negative_samples/source/sbg_neg_000032.png,supplemental/negative_samples/target/sbg_neg_000032.png,保持主体a brown owl with large amber eyes perched on a branch的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从old woodland改为a simple studio with pastel backdrop。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a brown owl with large amber eyes perched on a branch,old woodland,a simple studio with pastel backdrop,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000032.png,rejected,subject_size_or_position_changed,test,sbg_000032,subject_size_or_position_changed
sbg_neg_000033,supplemental/negative_samples/source/sbg_neg_000033.png,supplemental/negative_samples/target/sbg_neg_000033.png,保持主体a green turtle with a patterned shell on flat stone的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从quiet pond edge改为a quiet seaside boardwalk。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a green turtle with a patterned shell on flat stone,quiet pond edge,a quiet seaside boardwalk,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000033.png,rejected,subject_occluded,test,sbg_000033,subject_occluded
sbg_neg_000034,supplemental/negative_samples/source/sbg_neg_000034.png,supplemental/negative_samples/target/sbg_neg_000034.png,保持主体a gray squirrel holding a small acorn的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从city park bench改为a snowy mountain village。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a gray squirrel holding a small acorn,city park bench,a snowy mountain village,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000034.png,rejected,background_not_changed,test,sbg_000034,background_not_changed
sbg_neg_000035,supplemental/negative_samples/source/sbg_neg_000035.png,supplemental/negative_samples/target/sbg_neg_000035.png,保持主体a red panda with a ringed tail standing on a log的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从temperate forest改为a clean modern museum hall。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a red panda with a ringed tail standing on a log,temperate forest,a clean modern museum hall,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000035.png,rejected,artifact_or_low_quality,test,sbg_000035,artifact_or_low_quality
sbg_neg_000036,supplemental/negative_samples/source/sbg_neg_000036.png,supplemental/negative_samples/target/sbg_neg_000036.png,保持主体a koala holding a eucalyptus branch的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从eucalyptus woodland改为a desert road at golden hour。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a koala holding a eucalyptus branch,eucalyptus woodland,a desert road at golden hour,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000036.png,rejected,subject_color_changed,test,sbg_000036,subject_color_changed
