sample_id,source_image,target_image,instruction,edit_type,subject_category,subject_description,original_background,target_background,keep_constraints,negative_constraints,source_generator,edit_generator,subject_bbox,subject_mask_path,qc_status,reject_reason,split,base_sample_id,extension_axis
sbg_cov_000017,supplemental/coverage_extension/source/sbg_cov_000017.png,supplemental/coverage_extension/target/sbg_cov_000017.png,保持主体a young deer with small antlers standing still的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从autumn forest改为a soft watercolor-style background while the subject remains photorealistic。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,animal,a young deer with small antlers standing still,autumn forest,a soft watercolor-style background while the subject remains photorealistic,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000017.png,accepted,,train,sbg_000017,animal_background_style
sbg_cov_000018,supplemental/coverage_extension/source/sbg_cov_000018.png,supplemental/coverage_extension/target/sbg_cov_000018.png,保持主体a gray seal pup resting on sand的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从rocky beach改为a clean paper-cut style background while the subject remains unchanged。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,animal,a gray seal pup resting on sand,rocky beach,a clean paper-cut style background while the subject remains unchanged,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000018.png,accepted,,test,sbg_000018,animal_background_style
sbg_cov_000019,supplemental/coverage_extension/source/sbg_cov_000019.png,supplemental/coverage_extension/target/sbg_cov_000019.png,保持主体a colorful parrot perched on a simple wooden stand的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从sunny balcony改为a minimal flat-color studio background while the subject remains unchanged。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,animal,a colorful parrot perched on a simple wooden stand,sunny balcony,a minimal flat-color studio background while the subject remains unchanged,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000019.png,accepted,,train,sbg_000019,animal_background_style
sbg_cov_000020,supplemental/coverage_extension/source/sbg_cov_000020.png,supplemental/coverage_extension/target/sbg_cov_000020.png,保持主体a white llama with fluffy fur standing side-on的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从mountain pasture改为a cinematic realistic background while the subject remains unchanged。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,animal,a white llama with fluffy fur standing side-on,mountain pasture,a cinematic realistic background while the subject remains unchanged,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000020.png,accepted,,train,sbg_000020,animal_background_style
sbg_cov_000021,supplemental/coverage_extension/source/sbg_cov_000021.png,supplemental/coverage_extension/target/sbg_cov_000021.png,保持主体a tan hamster standing on its hind legs的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从wooden tabletop改为a soft watercolor-style background while the subject remains photorealistic。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,animal,a tan hamster standing on its hind legs,wooden tabletop,a soft watercolor-style background while the subject remains photorealistic,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000021.png,accepted,,train,sbg_000021,animal_background_style
sbg_cov_000022,supplemental/coverage_extension/source/sbg_cov_000022.png,supplemental/coverage_extension/target/sbg_cov_000022.png,保持主体a blue butterfly with symmetrical wings on a flower的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从flower garden改为a clean paper-cut style background while the subject remains unchanged。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,animal,a blue butterfly with symmetrical wings on a flower,flower garden,a clean paper-cut style background while the subject remains unchanged,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000022.png,accepted,,train,sbg_000022,animal_background_style
sbg_cov_000023,supplemental/coverage_extension/source/sbg_cov_000023.png,supplemental/coverage_extension/target/sbg_cov_000023.png,保持主体a red crab with raised claws on wet sand的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从tidal flat改为a minimal flat-color studio background while the subject remains unchanged。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,animal,a red crab with raised claws on wet sand,tidal flat,a minimal flat-color studio background while the subject remains unchanged,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000023.png,accepted,,train,sbg_000023,animal_background_style
sbg_cov_000024,supplemental/coverage_extension/source/sbg_cov_000024.png,supplemental/coverage_extension/target/sbg_cov_000024.png,保持主体a small brown goat with short horns的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从rural field改为a cinematic realistic background while the subject remains unchanged。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,animal,a small brown goat with short horns,rural field,a cinematic realistic background while the subject remains unchanged,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000024.png,accepted,,test,sbg_000024,animal_background_style
sbg_cov_000025,supplemental/coverage_extension/source/sbg_cov_000025.png,supplemental/coverage_extension/target/sbg_cov_000025.png,保持主体a chestnut horse standing calmly in profile的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从open stable yard改为the original background with distant string lights added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,animal,a chestnut horse standing calmly in profile,open stable yard,the original background with distant string lights added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000025.png,accepted,,train,sbg_000025,animal_background_object
sbg_cov_000026,supplemental/coverage_extension/source/sbg_cov_000026.png,supplemental/coverage_extension/target/sbg_cov_000026.png,保持主体a calm red fox with a white chest and black-tipped ears的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从misty pine forest clearing改为the original background with background plants added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,animal,a calm red fox with a white chest and black-tipped ears,misty pine forest clearing,the original background with background plants added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000026.png,accepted,,train,sbg_000026,animal_background_object
sbg_cov_000027,supplemental/coverage_extension/source/sbg_cov_000027.png,supplemental/coverage_extension/target/sbg_cov_000027.png,保持主体a sitting orange tabby cat with clear stripes and green eyes的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从sunlit apartment windowsill改为the original background with small distant balloons added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,animal,a sitting orange tabby cat with clear stripes and green eyes,sunlit apartment windowsill,the original background with small distant balloons added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000027.png,accepted,,train,sbg_000027,animal_background_object
sbg_cov_000028,supplemental/coverage_extension/source/sbg_cov_000028.png,supplemental/coverage_extension/target/sbg_cov_000028.png,保持主体a golden retriever wearing a plain blue collar的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从suburban backyard lawn改为the original background with shelves added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,animal,a golden retriever wearing a plain blue collar,suburban backyard lawn,the original background with shelves added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000028.png,accepted,,train,sbg_000028,animal_background_object
sbg_cov_000029,supplemental/coverage_extension/source/sbg_cov_000029.png,supplemental/coverage_extension/target/sbg_cov_000029.png,保持主体a round panda bear with black eye patches and soft white fur的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从bamboo grove改为the original background with distant string lights added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,animal,a round panda bear with black eye patches and soft white fur,bamboo grove,the original background with distant string lights added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000029.png,accepted,,train,sbg_000029,animal_background_object
sbg_cov_000030,supplemental/coverage_extension/source/sbg_cov_000030.png,supplemental/coverage_extension/target/sbg_cov_000030.png,保持主体a small penguin standing upright with glossy black feathers的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从icy shoreline改为the original background with background plants added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,animal,a small penguin standing upright with glossy black feathers,icy shoreline,the original background with background plants added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000030.png,accepted,,test,sbg_000030,animal_background_object
sbg_cov_000031,supplemental/coverage_extension/source/sbg_cov_000031.png,supplemental/coverage_extension/target/sbg_cov_000031.png,保持主体a white rabbit with upright ears and a small gray nose的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从spring meadow改为the original background with small distant balloons added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,animal,a white rabbit with upright ears and a small gray nose,spring meadow,the original background with small distant balloons added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000031.png,accepted,,train,sbg_000031,animal_background_object
sbg_cov_000032,supplemental/coverage_extension/source/sbg_cov_000032.png,supplemental/coverage_extension/target/sbg_cov_000032.png,保持主体a brown owl with large amber eyes perched on a branch的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从old woodland改为the original background with shelves added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,animal,a brown owl with large amber eyes perched on a branch,old woodland,the original background with shelves added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000032.png,accepted,,train,sbg_000032,animal_background_object
sbg_cov_000033,supplemental/coverage_extension/source/sbg_cov_000033.png,supplemental/coverage_extension/target/sbg_cov_000033.png,保持主体a green turtle with a patterned shell on flat stone的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从quiet pond edge改为the original background with distant string lights added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,animal,a green turtle with a patterned shell on flat stone,quiet pond edge,the original background with distant string lights added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000033.png,accepted,,train,sbg_000033,animal_background_object
sbg_cov_000034,supplemental/coverage_extension/source/sbg_cov_000034.png,supplemental/coverage_extension/target/sbg_cov_000034.png,保持主体a gray squirrel holding a small acorn的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从city park bench改为the original background with background plants added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,animal,a gray squirrel holding a small acorn,city park bench,the original background with background plants added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000034.png,accepted,,train,sbg_000034,animal_background_object
sbg_cov_000035,supplemental/coverage_extension/source/sbg_cov_000035.png,supplemental/coverage_extension/target/sbg_cov_000035.png,保持主体a red panda with a ringed tail standing on a log的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从temperate forest改为the original background with small distant balloons added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,animal,a red panda with a ringed tail standing on a log,temperate forest,the original background with small distant balloons added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_background_composite_v1,"200,175,904,992",supplemental/coverage_extension/masks/sbg_cov_000035.png,accepted,,train,sbg_000035,animal_background_object
